"Date.and.time","Stock.number.","Date.of.Birth","Fish.name","Genotype","Responsible","Number.of.fish","Action"
"25-Sep-2023 17.44","25761","17-Apr-2023","Tg(mpeg1.1:YFP); zfp36l1a/b het outx AB","YFP/+; a/+; b/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C5 TO J4-2_F10"
"25-Sep-2023 17.45","26629","11-Aug-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C9 TO J4-2_C4"
"25-Sep-2023 17.46","26630","8-Aug-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg-","+/+","DNK/MHM",17," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C10 TO J4-2_C5"
"25-Sep-2023 17.46","25761","17-Apr-2023","Tg(mpeg1.1:YFP); zfp36l1a/b het outx AB","YFP/+; a/?; b/?","DNK",30,"EUTHANIZED THE ADULT STOCK"
"25-Sep-2023 17.47","24544","15-Nov-2022","tcima-/-;tcimb-/+ outx tcima-/+;tcimb-/- (Double het)","a/+; b/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D9 TO J4-2_C9"
"25-Sep-2023 17.48","24544","15-Nov-2022","tcima-/-;tcimb-/+ outx tcima-/+;tcimb-/- (Double mut)","a/a; b/b","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D10 TO J4-2_C10"
"25-Sep-2023 17.49","26629","11-Aug-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C4 TO J4-2_D9"
"25-Sep-2023 17.50","26629","11-Aug-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D9 TO J4-2_C4"
"25-Sep-2023 17.50","26631","8-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP+; a/+ or a/a and b/+ or b/b","DNK/MHM",17," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C7 TO J4-2_D9"
"25-Sep-2023 17.51","26632","8-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP-; a/+ or a/a and b/+ or b/b","DNK/MHM",17," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C8 TO J4-2_D10"
"25-Sep-2023 17.53","26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+ or +/- or -/-","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_D5 IN Johnson Room"
"25-Sep-2023 18.02","26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/?, b/?","DNK/MHM",80," ADDED STOCK IN THE Johnson Nursery"
"25-Sep-2023 18.03","26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/?, b/?","DNK/MHM",80," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_D7 IN Johnson Room"
"25-Sep-2023 18.03","26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+ or +/- or -/-","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D5 TO J4-2_D6"
"25-Sep-2023 18.04","26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/?, b/?","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D7 TO J4-2_D8"
"26-Sep-2023 10.50","26594","28-Jul-2023","TU uninjected control","wildtype","MAG/MHM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F8 IN Streisinger Room"
"26-Sep-2023 10.52","26595","28-Jul-2023","crlf1a crispant F0","F0/F0","MAG/MHM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F7 IN Streisinger Room"
"26-Sep-2023 10.52","26595","8-Aug-2023","huC:gcamp6;mtifa","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F6 IN Streisinger Room"
"26-Sep-2023 10.52","26595","8-Aug-2023","bactin:gCamp6-GFP;mitfa/+","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F5 IN Streisinger Room"
"26-Sep-2023 12.52","26295","27-Jun-2023","hapln1a +/- x hapln1b +/-","(+/+ or +/- or -/-)","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO E3_D7 IN Streisinger Room"
"26-Sep-2023 12.53","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO E3_D9 IN Streisinger Room"
"26-Sep-2023 12.54","26294","27-Jun-2023","hapln1b +/-","+/-","MHM/RM",15," TRANSFERRED STOCK FROM Johnson Nursery TO E3_D5 IN Streisinger Room"
"28-Sep-2023 13.34","26631","8-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP+; a/+ or a/a and b/+ or b/b","DNK/MHM",17,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 13.34","26632","8-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP-; a/+ or a/a and b/+ or b/b","DNK/MHM",17,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 13.36","26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+; a/+; b/+","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D8 TO J4-2_D10"
"28-Sep-2023 13.37","26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+; a/a; b/b","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D7 TO J4-2_D9"
"28-Sep-2023 13.38","26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/+; b/+","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D6 TO J4-2_D8"
"28-Sep-2023 13.39","26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/a; b/b","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_D5 TO J4-2_D7"
"28-Sep-2023 13.40","26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","GFP/+ or +/+","DNK/MHM",34," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_C6 IN Johnson Room"
"28-Sep-2023 13.40","26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","GFP/+ or +/+","DNK/MHM",34," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_C7 IN Johnson Room"
"28-Sep-2023 13.41","26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","GFP/+ or +/+","DNK/MHM",32," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_C8 IN Johnson Room"
"28-Sep-2023 16.28","25453","14-Mar-2023","syt11b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM",2,"EDITED THE ADULT STOCK "
"28-Sep-2023 16.29","25453","14-Mar-2023","syt11b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM",16,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 16.29","25453","14-Mar-2023","syt11b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM",16,"EDITED THE ADULT STOCK "
"28-Sep-2023 16.31","25984","10-May-2023","hivep3b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM",30,"EDITED THE ADULT STOCK "
"28-Sep-2023 18.05","27040","26-Sep-2023","Tg(actb2:membrane-Citrine) ","Citrine/+","DNK/MHM",120," ADDED STOCK IN THE Walker Nursery"
"28-Sep-2023 18.06","27041","26-Sep-2023","Tg(mpeg1.1:NTR-IRES-EGFP) Tg+","NTR/+","DNK/MHM",120," ADDED STOCK IN THE Johnson Nursery"
"28-Sep-2023 18.08","27042","26-Sep-2023","Tg(mpeg1.1:NTR-IRES-EGFP) Tg-","+/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"28-Sep-2023 18.10","27043","26-Sep-2023","Tg(mpeg1.1:NTR); tcima/b mutant","NTR+; a/a; b/b","DNK/MHM",120," ADDED STOCK IN THE Johnson Nursery"
"28-Sep-2023 18.12","27044","26-Sep-2023","Tg(actb2: membrane-Citrine);tcima/b mutant","Citrine/+; a/a, b/b","DNK/MHM",120," ADDED STOCK IN THE Johnson Nursery"
"28-Sep-2023 18.14","27040","26-Sep-2023","Tg(actb2:membrane-Citrine) ","Citrine/+","DNK/MHM",120," ADDED STOCK IN THE Johnson Nursery"
"28-Sep-2023 19.06","26608","1-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/+ ; -/+","CW/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G4 TO J4-2_G2"
"28-Sep-2023 19.07","26608","1-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/-","CW/MHM",6,"EDITED THE ADULT STOCK "
"28-Sep-2023 19.08","26608","1-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/+ ; -/+","CW/MHM",11,"EDITED THE ADULT STOCK "
"28-Sep-2023 21.29","26519","20-Jul-2023","lhx4 CR KO F0","F0/F0","YX/MHM",13,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 21.29","26520","20-Jul-2023","cnr1 CR KO F0","F0/F0","YX/MHM",6,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 21.30","26294","27-Jun-2023","hapln1b +/-","+/-","MHM/RM",15,"EUTHANIZED THE ADULT STOCK"
"28-Sep-2023 21.32","26519","20-Jul-2023","lhx4 CR KO F0","F0/F0","YX/MHM",20,"EDITED THE ADULT STOCK "
"28-Sep-2023 21.35","26295","27-Jun-2023","hapln1a +/- x hapln1b +/-","+/-; +/-","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E3_D7 TO E3_D5"
"28-Sep-2023 21.36","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","+/-; +/-","MHM/RM",14," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E3_D9 TO E3_D6"
"28-Sep-2023 21.38","26520","20-Jul-2023","cnr1 CR KO F0","F0/F0","YX/MHM",7," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E3_E7 TO E3_E8"
"28-Sep-2023 21.39","26518","20-Jul-2023","lhx4 CR KO F0","F0/F0","YX/MHM",29," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E3_E6 TO E3_E7"
"29-Sep-2023 09.24","26693","14-Aug-2023","ndnf-ntr-cherry KI F0","F0","MHM/RM",80," TRANSFERRED STOCK FROM Walker Nursery TO E4_C5 IN Streisinger Room"
"29-Sep-2023 09.25","26678","11-Aug-2023","ccdc170 dgRNA crispant","F0","MHM/RM/LZ",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_E5 IN Streisinger Room"
"29-Sep-2023 09.26","26678","11-Aug-2023","ccdc170 dgRNA crispant","F0","MHM/RM/LZ",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_E6 IN Streisinger Room"
"29-Sep-2023 09.27","26679","11-Aug-2023","TU uninjected control","+/+","MHM/RM/LZ",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_E7 IN Streisinger Room"
"29-Sep-2023 09.30","23133","22-Mar-2022","huc-mcherry-NTR-L1","Enter genotype","RM/MHM",30,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 09.33","26695","16-Aug-2023","huc-mcherry-NTR-L1","RFP/+","MHM/RM",40," ADDED STOCK IN THE Johnson Nursery"
"29-Sep-2023 09.35","26695","16-Aug-2023","huc-mcherry-NTR-L1","RFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_E7 IN Johnson Room"
"29-Sep-2023 09.36","25353","7-Mar-2023","ctgfa-1kb-del-L3 -/-","Enter genotype","MHM/RM",30,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 09.46","27037","22-Sep-2023","ndnf-mcherry-ntr-F1-L2(male6)","F1/+","MHM/RM",80," ADDED STOCK IN THE Walker Nursery"
"29-Sep-2023 09.48","27014","22-Sep-2023","TU","+/+","MHM/RM",160," ADDED STOCK IN THE Walker Nursery"
"29-Sep-2023 09.54","27045","27-Sep-2023","stl464 gpr126","+/+ or +/-","MHM/RM",80," ADDED STOCK IN THE Walker Nursery"
"29-Sep-2023 10.04","23926","28-Jul-2022","(-4.9mstnb:Cre-ERT2)-L11","Cre/+ or +/+","VMS/MHM",40,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 10.05","23927","28-Jul-2022","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM",40,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 10.07","25649","6-Apr-2023","EKAB","GFP/+","RM/MHM",20,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 12.43","26307","27-Jun-2023","TU uninjected","wildtype","MED/MHM",23," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E5 TO E2_E6"
"29-Sep-2023 12.44","26307","27-Jun-2023","TU uninjected","wildtype","MED/MHM",32," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E4 TO E2_E5"
"29-Sep-2023 12.46","26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0","MED/MHM",10," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E3 TO E2_E4"
"29-Sep-2023 12.47","26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0","MED/MHM",10,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 12.48","26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0","MED/MHM",16," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E2 TO E2_E3"
"29-Sep-2023 12.49","26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0","MED/MHM",4,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 12.50","26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0","MED/MHM",6," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_E1 TO E2_E2"
"29-Sep-2023 12.51","26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0","MED/MHM",16,"EDITED THE ADULT STOCK "
"29-Sep-2023 12.52","26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0","MED/MHM",5,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 12.52","26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0","MED/MHM",3,"EUTHANIZED THE ADULT STOCK"
"29-Sep-2023 17.27","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM",5," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F5 TO E2_A12"
"29-Sep-2023 17.28","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM",2," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F5 TO E2_A13"
"29-Sep-2023 17.29","26489","18-Jul-2023","pdp1 dgRNP injected F0","F0","MHM/MED/RM",2," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F7 TO E2_A14"
"29-Sep-2023 17.30","26489","18-Jul-2023","pdp1 dgRNP injected F0","F0","MHM/MED/RM",5," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E2_F7 TO E2_A15"
"30-Sep-2023 15.50","26673","10-Aug-2023","sox2-2A-sfGFP/+ ; bach1a-/- ; bach1b-/+","GFP/+","CW/MHM",25," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G9 TO J4-3_G2"
"30-Sep-2023 15.53","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/-","CW/MHM",5," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G5 TO J4-3_B1"
"30-Sep-2023 15.56","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- ; +/-","CW/MHM",5," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G5 TO J4-3_B2"
"30-Sep-2023 15.56","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/+ ; -/+","CW/MHM",5," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G5 TO J4-3_B3"
"30-Sep-2023 15.59","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- or -/-","CW/MHM",15," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G5 TO J4-2_G9"
"30-Sep-2023 16.02","26608","1-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","-/+ ; -/+","CW/MHM",22,"EDITED THE ADULT STOCK "
"30-Sep-2023 16.05","26715","17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg-","GFP-","CW/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G4 IN Johnson Room"
"30-Sep-2023 16.06","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- or -/-","CW/MHM",10,"EUTHANIZED THE ADULT STOCK"
"30-Sep-2023 16.07","26714","17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg+","GFP/+","CW/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G5 IN Johnson Room"
"02-Oct-2023 17.49","26726","17-Aug-2023","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_D3 IN Johnson Room"
"02-Oct-2023 17.49","26726","17-Aug-2023","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_D4 IN Johnson Room"
"02-Oct-2023 17.49","26726","17-Aug-2023","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_D5 IN Johnson Room"
"02-Oct-2023 17.50","26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_G1 IN Johnson Room"
"02-Oct-2023 17.50","26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_G2 IN Johnson Room"
"02-Oct-2023 17.50","26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_G3 IN Johnson Room"
"02-Oct-2023 17.50","26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-4_G4 IN Johnson Room"
"02-Oct-2023 21.39","25649","6-Apr-2023","EKAB","EKAB","MHM/RM",40,"EUTHANIZED THE ADULT STOCK"
"03-Oct-2023 13.04","27067","29-Sep-2023","syt11b-NTR2.0-mcherry","mcherry/+ or +/+","VMS/MHM",160," ADDED STOCK IN THE Walker Nursery"
"03-Oct-2023 13.23","26754","22-Aug-2023","pappaa(p170) het outcross","+/+ or +/-","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_A1 IN Streisinger Room"
"03-Oct-2023 13.24","26754","22-Aug-2023","pappaa(p170) het outcross","+/+ or +/-","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_A3 IN Streisinger Room"
"03-Oct-2023 13.25","26706","18-Aug-2023","b-actin:GCamp6","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_B8 IN Streisinger Room"
"03-Oct-2023 13.30","27068","08-Aug-2023","Enter fish name","Enter genotype","Enter owner name",40," ADDED STOCK IN THE Walker Nursery"
"03-Oct-2023 13.31","26641","08-Aug-2023","huC:GCamp6s;mitfa","GFP/+","MHM/RM",40," ADDED STOCK IN THE Walker Nursery"
"03-Oct-2023 13.33","26641","08-Aug-2023","huC:GCamp6s;mitfa","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_B10 IN Streisinger Room"
"03-Oct-2023 17.33","26703","15-Aug-2023","TU uninjected","wildtype","MAG/MHM",32," TRANSFERRED STOCK FROM Walker Nursery TO E1_F2 IN Streisinger Room"
"03-Oct-2023 17.34","26704","15-Aug-2023","crlf1b F0 CRISPR injected","F0/F0","MAG/MHM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F3 IN Streisinger Room"
"03-Oct-2023 17.34","26704","15-Aug-2023","crlf1b F0 CRISPR injected","F0/F0","MAG/MHM",40," TRANSFERRED STOCK FROM Walker Nursery TO E1_F4 IN Streisinger Room"
"03-Oct-2023 17.38","26377","7-Jul-2023","tert +/?","+/+ or +/-","MAG/MHM",18,"EUTHANIZED THE ADULT STOCK"
"04-Oct-2023 10.11","27070","29-Sep-2023","scn4ab-mcherry-ntr-L1 F1","+/+ or +/-","MHM/RM",80," ADDED STOCK IN THE Walker Nursery"
"04-Oct-2023 10.13","27071","29-Sep-2023","scn4ab-mcherry-ntr-L2 F1","+/+ or +/-","MHM/RM",80," ADDED STOCK IN THE Walker Nursery"
"04-Oct-2023 14.24","27068","08-Aug-2023","Enter fish name","Enter genotype","Enter owner name",40,"EUTHANIZED THE NURSERY STOCK"
"05-Oct-2023 14.22","26738","18-Aug-2023","hsp:zgnao1-2A-EGFP-L3","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_E3 IN Streisinger Room"
"05-Oct-2023 14.23","26707","18-Aug-2023","huC:GCamp6s;mitfa","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_C7 IN Streisinger Room"
"05-Oct-2023 15.08","26524","21-Jul-2023","ndnf dgRNA crisper F0","F0/F0","MHM/RM/LZ",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_F4 IN Streisinger Room"
"05-Oct-2023 15.08","26524","21-Jul-2023","TU uninjected control","+/+","MHM/RM/LZ",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_F5 IN Streisinger Room"
"06-Oct-2023 09.48","0","06-Oct-2023","pappaa","+/-","MHM/RM",6," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 09.51","25373","10-Mar-2023","Tg(hsp70:HGNAO1-2A-EGFP-L3)","Enter genotype","MHM/RM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 09.52","25373","10-Mar-2023","Tg(hsp70:HGNAO1-2A-EGFP-L3)","Enter genotype","MHM/RM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 09.52","25178","8-Feb-2023","hsp70:hgnao1-2A-EGFP-L6","Enter genotype","MHM/RM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 09.52","25178","8-Feb-2023","hsp70:hgnao1-2A-EGFP-L6","Enter genotype","MHM/RM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 09.54","0","06-Oct-2023","pappaa","+/-","MHM/RM",6," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E1_A5 TO E4_A5"
"06-Oct-2023 09.58","24840","13-Dec-2022","hsp70:zgnao1-2A-EGFP-L3","GFP/+","MHM/RM",10," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.02","26068","19-May-2023","hsp70:zgnao1-2A-EGFP-L11","Enter genotype","RM/MHM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 10.03","26068","19-May-2023","hsp70:zgnao1-2A-EGFP-L11","Enter genotype","RM/MHM",15,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 10.04","25611","04-Apr-2023","bactin:gCamp6-GFP;mitfa/+","GFP/+","MHM/RM",10," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.47","24173","16-Sep-2022","huC:GCamp6s;mitfa","GFP/+","MHM/RM",10," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.50","25224","15-Feb-2023","pif1 sa32881 & tert hu3430 double het ix","+/-","MHM/RM",15," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.53","26168","05-Jun-2023","ndnf:mcherry-ntr F0","Enter genotype","MHM/RM",5," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.55","26168","05-Jun-2023","ndnf:mcherry-ntr F0","+/-","MHM/RM",1," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 10.56","26168","05-Jun-2023","ndnf:mcherry-ntr F0","+/-","MHM/RM",1," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 11.00","26299","27-Jun-2023","scn4ab-T2A-mcherry-P2A-NTR KI F0","F0","MHM/RM",1," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 11.01","26299","27-Jun-2023","scn4ab-T2A-mcherry-P2A-NTR KI F0","F0","MHM/RM",1," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 11.02","26299","27-Jun-2023","scn4ab-T2A-mcherry-P2A-NTR KI F0","F0","MHM/RM",5," ADDED STOCK IN THE Streisinger Fish Room"
"06-Oct-2023 11.31","24637","15-Nov-2022","Tg(mpeg1.1:tdTomato);Tg(gfap:EGFP)","GFP/+; tdTom/+","DNK",30,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.31","26699","15-Aug-2023","tcima-EGFP F0 #5 outx Tu","JF?","DNK/MHM",1,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.32","26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","GFP/+ or +/+","DNK/MHM",34,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.32","24544","15-Nov-2022","tcima-/-;tcimb-/+ outx tcima-/+;tcimb-/- (Double het)","a/+; b/+","DNK",30,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.33","24544","15-Nov-2022","tcima-/-;tcimb-/+ outx tcima-/+;tcimb-/- (Double mut)","a/a; b/b","DNK",30,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.34","23991","9-Aug-2022","tcima/b mutant","a/a; b/b","DNK",30,"EUTHANIZED THE ADULT STOCK"
"06-Oct-2023 11.38","24544","01-Nov-2022","tcima/b mutant","a/a; b/b","DNK/MHM",20," ADDED STOCK IN THE Johnson Fish Room"
"06-Oct-2023 16.33","26675","10-Aug-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","+/- ; +/-","CW/MHM",80,"EDITED THE ADULT STOCK "
